sport,league,date,home_team,away_team,home_score,away_score,odds_home,odds_draw,odds_away,result
Fotbal,2.portugalská liga,2025-04-13,Chaves,Portimonense,,,1.67,3.56,4.81,draw
Fotbal,2.portugalská liga,2025-04-13,Oliveirense_UD,Porto_FC_B,,,2.88,3.36,2.27,draw
Fotbal,2.portugalská liga,2025-04-13,Vizela,Alverca,,,1.74,3.41,4.63,draw
Fotbal,2.německá liga,2025-04-13,Ulm,Magdeburg_FC,,,3.31,3.64,2.05,draw
Fotbal,2.německá liga,2025-04-13,Regensburg_SG,Schalke_04,,,3.78,3.5,1.87,draw
Fotbal,2.německá liga,2025-04-13,Kaiserslautern,Nürnberg_FC,,,2.07,3.6,3.08,draw
Fotbal,1.belgická liga,2025-04-13,Club_Brugge,Genk,,,1.76,3.94,4.16,draw
Fotbal,2.německá liga,2025-04-13,Hannover_96,Elversberg_07,,,2.28,3.58,2.88,draw
Fotbal,1.turecká liga,2025-04-13,Trabzonspor,Caykur_Rizespor,,,1.74,3.74,4.13,draw
Fotbal,2.nizozemská liga,2025-04-13,Venlo_VVV,Helmond,,,2.46,3.19,2.59,draw
Fotbal,2.italská liga,2025-04-13,Mantova,Spezia,,,3.77,3.44,1.89,draw
Fotbal,2.italská liga,2025-04-13,Cremonese,Juve_Stabia,,,1.69,3.47,4.82,draw
Fotbal,1.italská liga,2025-04-13,Juventus,Lecce,,,1.34,4.91,10.1,draw
Fotbal,1.kostarická liga,2025-04-13,Deportivo_Saprissa,Santa_Ana,,,1.33,4.62,8.7,draw
Fotbal,1.nizozemská liga,2025-04-13,NEC_Nijmegen,Waalwijk_RKC,,,1.67,4.04,4.6,draw
Fotbal,1.německá liga,2025-04-13,Stuttgart,Bremen,,,1.66,4.55,4.54,draw
Fotbal,1.polská liga,2025-04-13,Motor_Lublin,Lech_Poznan,,,3.76,3.71,1.82,draw
Fotbal,1.portugalská liga,2025-04-13,Braga,AVS_Vila_das_Aves,,,1.36,4.78,8.38,draw
Fotbal,2.německá liga,2025-04-13,Hertha_Berlin,Darmstatd_98,,,2.05,3.63,3.31,draw
Fotbal,1.rumunská liga,2025-04-14,CFR_Ecomax_Cluj,Rapid_Bukurešť,,,1.75,3.37,4.6,draw
